nome,endereco,lat,lon,DS
Intergás - Depósito de Gás e Água,"Rua Joaquim Marcelino Leite, 715 - Jardim Interlagos, Hortolândia - SP",-22.8918543,-47.2102524,XCP1
Lancheria e Xis Delícia,"R. São Sebastião, 280 - Centenário, Caxias do Sul - RS",-29.1276351,-51.1755742,XCS1
Rebouças Gás & Água,"Av. Rebouças, 3810 - Jardim das Palmeiras, Sumaré - SP",-22.8330434,-47.2640387,XCP1
Frangos e Assados MC,"R. Ignez Boff Masotti, 1794 - Centenário, Caxias do Sul - RS",-29.1298858,-51.1757572,XCS1
Cláudio gás e água,"R. Benedito Macedo, 348 - Jardim Novo Angulo, Hortolândia - SP",-22.8771159,-47.1732903,XCP1
xis do jorge,"R. Claudir Paulo Belenzier, 1600 - Centenário, Caxias do Sul - RS",-29.129644,-51.179246,XCS1
Tatá Gás e Água,"R. Benedito Macedo, N° 72 - Jardim Novo Angulo, Hortolândia - SP",-22.8779013,-47.170841,XCP1
Terraço Choperia e Petiscaria,"Avenida Antônio Andriguetti 2526 - Santa Fé, Caxias do Sul - RS",-29.1201347,-51.1829993,XCS1
Deposito de Gás e Água em Nova Veneza Sumaré - Bahia gás,"R. Cecília dos Santos Napolitano, 205 - Parque Jatobá, Sumaré - SP",-22.8157327,-47.2382806,XCP1
Astro Burger,"R. Asulvino Amélio Balbinot, 1477 - Santa Fé, Caxias do Sul - RS",-29.1215984,-51.1903734,XCS1
Central MM gás e agua,"R. Ângelo Ôngaro - Vila Menuzzo, Sumaré - SP",-22.8300449,-47.2711817,XCP1
São Miguel Gás e Água,"R. Vicente Ferreira da Silva, 1286 - Altos de Sumaré, Sumaré - SP",-22.8164896,-47.2461903,XCP1
WJJ Gas e Agua,"R. Hélio Marcelino, 424 - Jardim Santa Esmeralda, Hortolândia - SP",-22.9071803,-47.1910317,XCP1
Souza Gás e Água,"Jardim Nossa Sra. de Fatima, Hortolândia - SP",-22.8951994,-47.16419,XCP1
ADM Serralheria,"R. Cláudio Brotherhood, 828 - Cordeiro, Recife - PE",-8.05312,-34.9315962,DPE4
Silca Chaves Recife,"Av. Gen. San Martin, n° 296 - Cordeiro, Recife - PE",-8.0526756,-34.9224864,DPE4
RR Capotaria - Chaveiro e Equipadora no Cordeiro em Recife PE,"R. Gomes Taborda, 1757 - loja B - Cordeiro, Recife - PE",-8.0543645,-34.9273897,DPE4
Multijato Assistência Técnica Autorizada,"R. Carlos Gomes, 914 - Bongi, Recife - PE",-8.0635687,-34.9135722,DPE4
Lanchonete Três Corações,"R. da Liberdade, N:17 - João Paulo II, Moreno - PE",-8.1221938,-35.1007444,DPE4
Betlanches,"R. Paudalho, 463 - San Martin, Recife - PE",-8.0693375,-34.9373203,DPE4
InfoStore Computadores,"Avenida Antônio Carlos Magalhães, 656 - Loja 11 - Terreo - Itaigara, Salvador - BA",-12.996421,-38.4638602,DSA8
Tec-lar,"Alameda Pádua, 59 - Pituba, Salvador - BA",-13.0025206,-38.4629896,DSA8
TEC CENTER - Assistência Técnica de Relógios e Loja Especializada,"Av. Tancredo Neves, 274 - Bloco B, Sala 529 - Caminho das Árvores, Salvador - BA",-12.9800803,-38.4624927,DSA8
Soft Assistência Técnica de Celulares | Soft Blindagem de Telas,"Av. Tancredo Neves, 620 - Loja 126 - B - Caminho das Árvores, Salvador - BA",-12.9790059,-38.4608571,DSA8
Facility-Tech Assistência Técnica Especializada Apple,"Av. Tancredo Neves, 909 - Sala 1505 - Caminho das Árvores, Salvador - BA",-12.9790148,-38.4576881,DSA8
Distribuidora Olho D'agua,"Av. Juracy Magalhães Júnior, 07 - Rio Vermelho, Salvador - BA",-13.0098246,-38.4889815,DSA8
Distribuidora de Água Saciar,N/A,-12.9827528,-38.4587392,DSA8
Depósito do Nildo,"r. da Liberdade, 65 - Lapinha, Salvador - BA",-12.9529761,-38.4996938,DSA8
Sorvetes Flórida | Vila Industrial,"R. Albertino de Almeida, nº 471 - Vila Industrial, São José dos Campos - SP",-23.1753844,-45.8544215,XSJ1
Mendes Gelato & Café,"R. dos Canários, 570 - Vila Tatetuba, São José dos Campos - SP",-23.181779,-45.8515125,XSJ1
Sorveteria Gelo Doce,"R. das Telefonistas, 59 - Jardim Valparaiba, São José dos Campos - SP",-23.1722376,-45.839205,XSJ1
Sorveteria Florença,"Avenida Presidente Juscelino Kubitscheck - Jardim Jussara, São José dos Campos - SP",-23.1865809,-45.8717589,XSJ1
Sorveteria Gelo Doce,"R. Alfredo da Rocha Viana, 211 - Vila Ester, São José dos Campos - SP",-23.168427,-45.8364216,XSJ1
Nuty Açaí São José dos Campos,"R. Gustavo Rico Toro, 150 - Vista Verde, São José dos Campos - SP",-23.1762462,-45.8253159,XSJ1
Açaí da praça (Londres),"Praça Londres, 50 - Jardim Augusta, São José dos Campos - SP",-23.1965002,-45.877739,XSJ1
Sorveteria Falker,"R. dos Periquitos, 79 - Vila Tatetuba, São José dos Campos - SP",-23.183185,-45.8572614,XSJ1
Hawai Sorvetes,"R. Ademar Guedes de Oliveira, 185 - Vila Piratininga, São José dos Campos - SP",-23.1922839,-45.8786648,XSJ1
Jah do Açaí CenterVale Shopping,"Av. Dep. Benedito Matarazzo, 9403 - Portaria E - Jardim Oswaldo Cruz, São José dos Campos - SP",-23.1999127,-45.8810982,XSJ1
Chiquinho Sorvetes Havan - SJC,"Av. Pres. Juscelino Kubitschek, Kubitscheck, 1600 - Monte Castelo, São José dos Campos - SP",-23.1813537,-45.8681826,XSJ1
SORVETERIA FLORIDA MONTE CASTELO,"Av. Brasil, 1002 - Monte Castelo, São José dos Campos - SP",-23.1882455,-45.8751452,XSJ1
Açaí Altas Horas,"R. Ximbore, 535 - Caçote, Recife - PE",-8.1042843,-34.9327797,DPE4
Lanchonete do Geraldo,"R. Dona Benvinda de Farias, 16 - Pina, Recife - PE",-8.1081683,-34.8948311,DPE4
Bar do cu da Imbiribeira org : branco lanches,"Av. Eng. Alves de Souza, 123-101 - Imbiribeira, Recife - PE",-8.0984035,-34.9105798,DPE4
AJeletrônicos e Assistência técnica,"Av. Santos Dumont, 72 - box 01 - Jardim Paulista, São José dos Campos - SP",-23.1890371,-45.8740803,XSJ1
Snacks Lanchonete,"Av. Mato Grosso - Jundiaí, Anápolis - GO",-16.3255363,-48.9357837,XGA2
Gostosão Lanches Divino Feirão Jundiaí,"R. Pereira de Alencastro, 1-91 - Jundiaí, Anápolis - GO",-16.3289843,-48.9384092,XGA2
Anderson Lanches,"Av. Jamel Cecílio, Quadra 33, Lote 12 - JK Parque Industrial Nova Capital, Anápolis - GO",-16.3443919,-48.9358762,XGA2
Lanchonete JK,"Av. Juscelino Kubitscheck, 200 - Jundiaí, Anápolis - GO",-16.3325355,-48.9498701,XGA2
Restaurante e Lanchonete Ateliê Do Sabor,"Av. Sen. José Lourenço Dias - St. Central, Anápolis - GO",-16.3271358,-48.9509357,XGA2
Hipper Lanches,"Av. Comercial - Lourdes, Anápolis - GO",-16.3310992,-48.9188981,XGA2
LANCHONETE CENTRAL LANCHES,"Av. Sen. José Lourenço Dias - St. Central, Anápolis - GO",-16.3198524,-48.9532515,XGA2
Lanchonete Brasil,"Av. Brasil Norte, 561 - Cidade Jardim, Anápolis - GO",-16.3238376,-48.9480258,XGA2
Suel Lanches,"Av. Universitária, 1140 - 7330 - Jardim Bandeirante, Anápolis - GO",-16.3122316,-48.9497732,XGA2
Mastiff Pit Dog,"R. Francisco Fontes, 2-42 - Jundiaí, Anápolis - GO",-16.3282817,-48.9375749,XGA2
Food Burguer's Anápolis,"R. Pedro Martins - Vila Santa Maria de Nazareth, Anápolis - GO",-16.3246687,-48.9375639,XGA2
Bar Lanche Oriente,"R. Tonico de Pina, 508 - St. Central, Anápolis - GO",-16.3221914,-48.9542933,XGA2
Lanche Araguaia,"Av. das Nações, Quadra 9, Lote 13 - Jardim Bandeirante, Anápolis - GO",-16.314485,-48.9477932,XGA2
Bendito Espresso,"Av. São Francisco de Assis, 480 - Jundiaí, Anápolis - GO",-16.334891,-48.945318,XGA2
Lanchonete Dourado,"Av. Miguel João, 621 - Vila Jussara, Anápolis - GO",-16.337415,-48.9531799,XGA2
Lanchonete e Distribuidora Jundiaí,"Av. Santos Dumont, 837 - Jundiaí, Anápolis - GO",-16.3297864,-48.9404167,XGA2
GRÃO DOURADO CAFETERIA E LANCHONETE,"Av. Minas Gerais, 75 - Jundiaí, Anápolis - GO",-16.330695,-48.947541,XGA2
Lanchonete da Ivy,"Av L02 Q, 48 - Lt 08 casa 02 - Jardim Europa, Anápolis - GO",-16.3397482,-48.9263872,XGA2
Lanchonete Jundiaí industrial,"R. Aleixo Rodrigues de Queiroz, 1326 N - Vila Industrial, Anápolis - GO",-16.3431066,-48.9434483,XGA2
Lanchonete e Sorveteria HMN Harmonia,"Av. Xavier de Almeida, 164 - Centro, Anápolis - GO",-16.323502,-48.954282,XGA2
Laan Fest - Come em pé,"R. Gen. Joaquim Inácio, 889a - 7330 - St. Central, Anápolis - GO",-16.3319644,-48.9580462,XGA2
Lanchonete Ponto Do Café,"Av. Mato Grosso, 155 - Vila Santa Maria de Nazareth, Anápolis - GO",-16.32753,-48.9448253,XGA2
Gordon's Lanches,"Praça dom emanoel, Praca dom emanoel, n°2 - Jundiaí, Anápolis - GO",-16.3294611,-48.9470593,XGA2
Saadallah Lanchonete Árabe,"Avenida L-2, Quadra 41, Lote 24, s/n - Jardim Europa, Anápolis - GO",-16.3392,-48.9244634,XGA2
Cafezinho Biscoito Da Vovó - Lanchonete em Anápolis - Açaí - Salgados - Sucos,"R. Manoel D'abadia, 67 - St. Central, Anápolis - GO",-16.3263305,-48.9540207,XGA2
Lanchonete Pastel e Açaí Pereira,"Avenida Mato Grosso,455 - Jundiaí, Anápolis - GO",-16.3265311,-48.9393362,XGA2
Cantinho Frio Açaí & Sorveteria,"Avenida Jamel Cecílio, Quadra 18, Lote 12, Sala 2 JK Parque Industrial Nova Capital, Anápolis - GO",-16.3427039,-48.9357959,XGA2
The Best Açaí - Anápolis,"Av. São Francisco de Assis, 183 - Jundiaí, Anápolis - GO",-16.3318132,-48.9460317,XGA2
Açaiteria mix,"Av. São Francisco de Assis, nº 366 - loja 2 - Jundiaí, Anápolis - GO",-16.3334654,-48.9457249,XGA2
Berry's Iced Food Anápolis - Sorveteria,"Av. São Francisco de Assis, 290 - Jundiaí, Anápolis - GO",-16.3328323,-48.9460665,XGA2
Trilhas da Amazônia Pq Ipiranga,"Av. Profa. Zenaide de Calle Roriz, 1291 - Jundiaí, Anápolis - GO",-16.3376011,-48.9402159,XGA2
Paçai Sorvetes,"Avenida Agostinho de Pina, n°20 - JK Nova Capital, Anápolis - GO",-16.3439225,-48.9341278,XGA2
Sorveteria e Açaíteria Anafruit,"Av. Minas Gerais, 20 - Jundiaí, Anápolis - GO",-16.3301887,-48.947752,XGA2
Le Petit Sorveteria,"Av. Pinheiro Chagas, 838 - Jundiaí, Anápolis - GO",-16.3340805,-48.9391753,XGA2
Açaiteria Mix,"Av. Jamel Cecílio, 50 - Jundiaí, Anápolis - GO",-16.3349575,-48.9376087,XGA2
Loren Gelateria,"Av. Santos Dumont, 807 - Loja 02 - Jundiaí, Anápolis - GO",-16.3296725,-48.9406601,XGA2
Refresh sorveteria,"Av. Jamel Cecílio, 2448 - Jundiaí, Anápolis - GO",-16.3451452,-48.935745,XGA2
Sorveteria Gela Guela,"R. Evangelino Meireles, 670 - Jundiaí, Anápolis - GO",-16.3309177,-48.9349264,XGA2
Trilhas da Amazonia,"Av. São Francisco de Assis, Quadra 14 - Lote 08 - Anápolis, GO",-16.3358424,-48.9448379,XGA2
Anafruit Produtos Alimentícios,"Av. Marginal, Av. L-001, Qd26 - LT 04A - Jardim Europa, Anápolis - GO",-16.336394,-48.9229769,XGA2
Sorveteria Talismã,"Lourdes, Anápolis - GO",-16.3428764,-48.9202334,XGA2
Kisme,"R. Joaquim da Cunha - Anápolis, GO",-16.3146507,-48.956083,XGA2
Dona Formiga Gelateria,"R. Inacio De Bastos Q 57, 27 - Jundiaí, Anápolis - GO",-16.3374249,-48.9375471,XGA2
Puro açai mix,"Av. Xavier de Almeida - centro, Anápolis - GO",-16.3234245,-48.9546477,XGA2
Gargamel Sorveteria,"Alameda Borela, nº85 - Sala 03 - Batista, Anápolis - GO",-16.34161,-48.9529429,XGA2
Sorveteria Cuca Cream,"Av. Ana Jacinta - Vila Santa Maria de Nazareth, Anápolis - GO",-16.3237942,-48.9398574,XGA2
Açaí do parque,"R. Pres. Kennedy - Jundiaí, Anápolis - GO",-16.3393634,-48.9418415,XGA2
Açaí da Japonesa,"Av. Jamel Cecílio, 2614 - Sala 03 - JK Nova Capital, Anápolis - GO",-16.3468513,-48.9355434,XGA2
Trilhas da Amazônia Anápolis Go,"R. Barão de Cotegipe, 136 - St. Central, Anápolis - GO",-16.3292264,-48.9565386,XGA2
AÇAI PLUS,"Av. Sen. Ramos Caiado, 122 - Maracanã, Anápolis - GO",-16.3164549,-48.95337,XGA2
Sorveteria Anafruit,"Av. Santos Dumont, 817 - Jundiaí, Anápolis - GO",-16.329759,-48.9404818,XGA2
Gás e Água Uirá,"Av. das Curruíras, 231 - Jardim Uira, São José dos Campos - SP",-23.2112136,-45.8523682,XSJ1
Disk Gás e Água dos Amigos,"Av. Dantas Luiz do Prado, 486 - Campos de São José, São José dos Campos - SP",-23.2248121,-45.8528557,XSJ1
Distribuidora de Gás e Água Santa Terezinha - Consigaz,"Av. Professor Possidônio Salles, 150 - Jardim Sao Vicente, São José dos Campos - SP",-23.1695172,-45.8155319,XSJ1
Junior Gás e Água,"Av. Dantas Luiz do Prado, 30 - Campos de São José, São José dos Campos - SP",-23.2084014,-45.8102575,XSJ1
Água Centro Distribuidora,"Largo São Miguel, 26 - Centro, São José dos Campos - SP",-23.1851558,-45.8854942,XSJ1
ULTRAGAZ | NOVAX DISK GÁS E ÁGUA,"Av. Pararangaba, 263 - Jardim Pararangaba, São José dos Campos - SP",-23.1728519,-45.8101516,XSJ1
Gás Ultragaz Zona Leste,"Av. Pres. Tancredo Neves, 194 - Jardim Americano, São José dos Campos - SP",-23.1781132,-45.8120104,XSJ1
Disk Gás e Água do Mineiro,"R. Aparecida Maria Consiglio, 251 - Jardim Nova Michigan, São José dos Campos - SP",-23.1881374,-45.7964492,XSJ1
Do Valle Gás e Agua,"R. Audemo Veneziani, 431 - Alto da Ponte, São José dos Campos - SP",-23.1521069,-45.9008591,XSJ1
Gás e Água MM,"R. Independência, 27 - Alto da Ponte, São José dos Campos - SP",-23.1517413,-45.9041746,XSJ1
ACL Tech Soluções em Informática e Eletrônica - Assistência Técnica Especializada,"Av. Antônio de Góes, 72 - Pina, Recife - PE",-8.0845533,-34.8879226,DPE4
Assistência Técnica Bosch - LR Ferramentas - Leonio Ranulfo Comércio,"Av. Mal. Mascarenhas de Morais, 546 - Imbiribeira, Recife - PE",-8.0875626,-34.9079727,DPE4
Beto Cell 📱🔋📟 assistência técnica especializada em celular,"R. Blumenau, 136 - Ipsep, Recife - PE",-8.1090431,-34.9189755,DPE4
B4 Connect Tecnologia,"R. José Aderval Chaves, 78 - salas 704-706 - Pina, Recife - PE",-8.106516,-34.89108,DPE4
Mundial Assistência Técnica Autorizada | Recife,"Av. Eng. Domingos Ferreira - Pina, Recife - PE",-8.0919346,-34.8848484,DPE4
Tempo Certo - Assistência Técnica,"R. Jean Emile Favre, 965 - Ipsep, Recife - PE",-8.1105108,-34.9187327,DPE4
ASSIST ELETRÔNICA,"Av. Ipiranga, Quadra 22 - Lote 12 - Lourdes, Anápolis - GO",-16.3326444,-48.9200591,XGA2
RenovCell Assistência técnica especializada em celulares,"Av. Mato Grosso, 455 - Jundiaí, Anápolis - GO",-16.326918,-48.9419436,XGA2
A Eletrônica,"Av. Goiás, 600 - St. Central, Anápolis - GO",-16.3284704,-48.9539147,XGA2
"Impacta Assistência Técnica - Manutenção em impressoras, nobreaks, monitores e projetores","Rua Braz Cordeiro de Morais, Rua 01, 176 - Jundiaí, Anápolis - GO",-16.3368838,-48.9481423,XGA2
World Tech,"Av. Mato Grosso, n 539 - Jundiaí, Anápolis - GO",-16.326752,-48.9411622,XGA2
ELETRO ASTEL LTDA,"R. Prof. Roberto Mange, 143 - Vila Santana, Anápolis - GO",-16.3302129,-48.9497164,XGA2
Eletro São Carlos Locação e vendas de Enceradeiras,"Av. Sen. José Lourenço Dias, 779 A - St. Central, Anápolis - GO",-16.3258175,-48.9508026,XGA2
Suporte Smart Anápolis-Go,"Av. Santos Dumont, 331 - loja 01 - Jundiaí, Anápolis - GO",-16.3292831,-48.9449838,XGA2
AnaCell Assistência Técnica,"Av. Mato Grosso, 429 - Jundiaí, Anápolis - GO",-16.3269415,-48.9423065,XGA2
Via Digital,"R. Arinesto de Oliveira Pinto, 315 - St. Central, Anápolis - GO",-16.3300701,-48.9538041,XGA2
Top Phone Jundiaí - Ville Center Mall,"Av. Mato Grosso, QD 72, 845 - Jundiaí, Anápolis - GO",-16.3259144,-48.9381581,XGA2
S.O.S Impressoras,"Av. Mato Grosso, 439 - Jundiaí, Anápolis - GO",-16.3271853,-48.9418897,XGA2
Refrigeracao Rafael,"R. Emboabas, quadra 12 - lote 12 - Vila Goias, Anápolis - GO",-16.3412686,-48.9503228,XGA2
TopCell - Celulares & Informática,"Av. Bandeirante, Quadra 34 - Lote 1 - Lourdes, Anápolis - GO",-16.3331368,-48.9205451,XGA2
Brastemaia Concerto Máquinas de Lavar Roupa,"R. José Neto Paranhos, 890 - Jundiaí, Anápolis - GO",-16.3268937,-48.9373755,XGA2
"iSix - Conserto de Celular, Tablet, IPad, Apple Watch e Computadores","Av. São Francisco de Assis, 278 - Jundiaí, Anápolis - GO",-16.3325292,-48.9460493,XGA2
Tec center eletrônica,"R. 13 - Lourdes, Anápolis - GO",-16.3370957,-48.9188521,XGA2
RGB NOTEBOOKS,"R. Des. Vicente Miguel - Jundiaí, Anápolis - GO",-16.336782,-48.9374103,XGA2
Smart Infinity Anápolis,"Av. Mato Grosso, 499 - Jundiaí, Anápolis - GO",-16.3268252,-48.941515,XGA2
Planet Cell Anápolis,"R. Tonico de Pina, 589 - St. Central, Anápolis - GO",-16.3215149,-48.9536142,XGA2
Chaveiro França chaves codificadas 24 hrs,"R. Braz Cordeiro de Morais, 350 - Jundiaí, Anápolis - GO",-16.3380384,-48.9472281,XGA2
Chaveiro Tetra,"Av. Miguel João, 151 - Vila Jussara, Anápolis - GO",-16.3331687,-48.953439,XGA2
Chaveiro Anápolis 24 Horas,"Av. Goiás, n°30 - Jundiaí, Anápolis - GO",-16.3289806,-48.9479062,XGA2
fabim chaveiro,"Av. Mato Grosso, n°676 - Jundiaí, Anápolis - GO",-16.3266981,-48.9399246,XGA2
chaveiro 24 hs melo,"Av. Miguel João, 145 - St. Central, Anápolis - GO",-16.333016,-48.953653,XGA2
SOS chaveiro,"Av. Comercial, qd.43 - LT.3 - Parque Brasilia, Anápolis - GO",-16.3259382,-48.9187639,XGA2
Chaveiro Ângelo,"Rua Afonso Pena, R. A, Nº-72 - Maracananzinho, Anápolis - GO",-16.3181067,-48.9513356,XGA2
Chaveiro Ribeiro 24 horas,"Av. Rodovânio Rodovalho - Anápolis, GO",-16.3464571,-48.946851,XGA2
.,"Av. Sen. Ramos Caiado - Maracanã, Anápolis - GO",-16.317133,-48.9534638,XGA2
CHAVEIRO 24 horas,"Acima igreja santo Antônio - AV: TIRADENTES, n° 438 - Centro, Anápolis - GO",-16.3183908,-48.9570069,XGA2
Chaveiro Oriente,"Av. Xavier de Almeida - Centro, Anápolis - GO",-16.3233942,-48.9540101,XGA2
Chaveiro Coronel,"R. Cel. Batista, 155 - St. Central, Anápolis - GO",-16.3291104,-48.9525105,XGA2
Marcelo Chaveiro,"Av. Brasil Sul, 1245 - Batista, Anápolis - GO",-16.3408517,-48.9535038,XGA2
CASA DOS CARIMBOS,"R. Dr. Genserico, N° 89 - St. Central, Anápolis - GO",-16.3241444,-48.9542545,XGA2
Abra Chaveiro,"Av. Sen. José Lourenço Dias, 311 - St. Central, Anápolis - GO",-16.3213437,-48.9521831,XGA2
Tecno Chave,"Av. Mato Grosso, 516 - Jundiaí, Anápolis - GO",-16.327063,-48.9413595,XGA2
Rayssa Chaveiro - Fisioterapia Pélvica,"R. José Neto Paranhos, 692 - Sala 203 - Jundiaí, Anápolis - GO",-16.3312726,-48.9349482,XGA2
Chaveiro São josé,N/A,-16.3333469,-48.9491293,XGA2
Chaveiro Holland,N/A,-16.3333469,-48.9491293,XGA2
Chaveiro Fernandes,"Av Anderson Clayton Qd 03 Lt 05 Ao Lado do superVi Vila Formosa - Jardim America, Anápolis - GO",-16.3502326,-48.9433333,XGA2
Chaveiro Gold 3 ( 24hrs (,"Praça Antônio Fernandes, 1693 - santa isabel 2 etapa, Anápolis - GO",-16.3076607,-48.9490697,XGA2
TECNO CHAVE SMARTKEY SEG ELETRÔNICA,"Av. Goiás - St. Central, Anápolis - GO",-16.3284115,-48.9580105,XGA2
Chaveiro Super,"R. Benjamin Constant, 658 - St. Central, Anápolis - GO",-16.3208278,-48.96072,XGA2
Herika Rodrigues Chaveiro,"Av. Visc. de Taunay, 134 - Jundiaí, Anápolis - GO",-16.3314634,-48.9401544,XGA2
Chaveiro orient,"Av. Jamel Cecílio, 2775 - JK Parque Industrial Nova Capital, Anápolis - GO",-16.3492003,-48.9353116,XGA2
Chaveiro Gold 24HORAS,"R. Boa Ventura do Puxim, lote 11 - Jardim Goncalves, Anápolis - GO",-16.3506665,-48.9580143,XGA2
Chaveiro GRP Chaves & Codificações,"R. Floriano Peixoto, 1256 - CENTRO, Anápolis - GO",-16.3279515,-48.9603567,XGA2
Tecno Chave,"R. Gen. Joaquim Inácio, 212 - St. Central, Anápolis - GO",-16.3259016,-48.9576673,XGA2
Chaveiro Center,"Av. Pedro Ludovico, N 275 - Sala 01 - St. Central, Anápolis - GO",-16.3337829,-48.9603211,XGA2
Sorvetes Frosty Setúbal,"Rua de - R. Sá e Souza, 238 - Boa Viagem, Recife - PE",-8.1379744,-34.9066243,DPE4
"Frisabor Carrefour Boa Viagem: Sorvete, Picolé, Sorveteria, Delivery em Recife PE","R. Francisco da Cunha, 919 - Boa Viagem, Recife - PE",-8.1158695,-34.896382,DPE4
Mr Açaiteria,"Av. Mal. Juarez Távora, 1292 - Boa Viagem, Recife",-8.1428781,-34.914116,DPE4
Glaçai,"Rua Dr. Nilo Dornelas Câmara - Boa Viagem, Recife - PE",-8.1317285,-34.9009185,DPE4
Nawá Sorvetes,"R. Pintor Lula Cardoso Ayres, 4030 - Ibura, Recife - PE",-8.1213638,-34.921368,DPE4
Vera Lanches,"R. Firmo de Velasco, 1208 - Vila Brasil, Anápolis - GO",-16.3276685,-48.9622785,XGA2
Lanchonete Kitandinha,"Avenida Jorge Guimarães de Almeida, R. Joel, Qd23 Lt13 - Santo André, Anápolis - GO",-16.354846,-48.9551005,XGA2
Seu Zé Lanches,"Av. Sen. José Lourenço Dias, 1405 - St. Central, Anápolis - GO",-16.3311775,-48.9523749,XGA2
Lanchonete,"R. Quilombos, 205 - Jardim Palmares, Anápolis - GO",-16.3481895,-48.9212753,XGA2
Tele Bebidas Rodrigás,"R. José Neto Paranhos, 655 - Jundiaí, Anápolis - GO",-16.330613,-48.934877,XGA2
Comercial Brandão,"Av. Brasil, 55 - 3 - Parque Brasilia 2A Etapa, Anápolis - GO",-16.3295446,-48.9171106,XGA2
Dilson Lanches,"R. 1, quadra 3 - lote 5 - Vila Miguel Jorge, Anápolis - GO",-16.3438658,-48.956827,XGA2
Mouragás - Uma Chama Viva em Seu Lar,"Av. Juscelino Kubitscheck, 2476 - Alto da Bela Vista, Anápolis - GO",-16.3477552,-48.9373115,XGA2
Lucio's Lanche,"Av. Belo Horizonte, 751 - Santo André, Anápolis - GO",-16.3584356,-48.9568409,XGA2
Disk Agua e Gás Barato Mais,"R. Bartolomeu Bueno, 109 - Vila Santa Maria, Anápolis - GO",-16.323411,-48.9628597,XGA2
Emily Lanches Açai e Sanduíches,"Rua Rodovanio Rodovalho, R. L 12, Qd.04 - Eldorado, Anápolis - GO",-16.3463292,-48.9465694,XGA2
Top Lanches - Snacks,"Av. Juscelino Kubitscheck, 3187 - Jardim Alvorada, Anápolis - GO",-16.3513072,-48.9328674,XGA2
Gás Santos no jardim Alvorada,"R. dos Chineses, s/n - Jardim Alvorada, Anápolis - GO",-16.3554832,-48.914258,XGA2
PASTELARIA E LANCHONETE BAMBUÍ,"R. 19 Q 23, Quadra 10 - Lote 11C - JK Nova Capital, Anápolis - GO",-16.3450145,-48.9409238,XGA2
Disk Gás Em Anápolis - Júnior Gás,"Avenida Arco Verde número 105 Quadra 26 Lote 10 Quadra 26 Lote 10, Anápolis - GO",-16.3636321,-48.9390211,XGA2
Império do Gás,"Av. Pedro Ludovico, QD C - LT 1 - Vila Sao Joaquim, Anápolis - GO",-16.3484617,-48.9735044,XGA2
Conectado Lanches,"R. Joel, 145 - Jardim Goncalves, Anápolis - GO",-16.3479629,-48.9560544,XGA2
Disk Gás Anápolis,"Rua Padre Antônio Feijó quadra 14 lote 06 - Campos Elísios, Anápolis - GO",-16.363977,-48.911707,XGA2
X Bilokas Lanches,"Av. Divino Pai Eterno, 707 - Vila Góis, Anápolis - GO",-16.3394158,-48.9580721,XGA2
W Gás J3F,"R. Itá Gontijo Braga, Quadra 52 lote19 - Viviam Parque, Anápolis - GO",-16.3819017,-48.9803631,XGA2
Gauchão Lanches,"Av. Jamel Cecílio, 2879 - JK Parque Industrial Nova Capital, Anápolis - GO",-16.3491614,-48.9349869,XGA2
Disk gas e Agua mineral,"Rua Pedro Luis Ribeiro Esq.c/ M3 Qd01 Lt16/17A, Jussara - GO",-15.8804048,-50.8738704,XGA2
Tia Ju lanches,"Av. Divino Pai Eterno, sala 4 - Vila Góis, Anápolis - GO",-16.3420207,-48.961056,XGA2
Sabor Goiano - Lanchonete E Pamonharia,"Av. Divino Pai Eterno, 979 - Vila Góis, Anápolis - GO",-16.3414316,-48.9601715,XGA2
Sabores,"R. 7 de Setembro, 437 - St. Central, Anápolis - GO",-16.3281017,-48.9549588,XGA2
Gás e Água da Fonte,"Rua Avelino de faria, 825, Setor Centro - Vila Olinda, Rio Verde - GO",-17.7887008,-50.9304556,XGA2
Gás e água BELA VISTA,"R. Campos Gerais, 135 - Parque dos Municipios II, Guaxupé - MG",-21.3156545,-46.7339033,XGA2
Pit Dog Gauss Lanches,"Av. Getulino Artiaga, 390 - 7330 - S Central, Anápolis - GO",-16.3317341,-48.9620294,XGA2
Atacadão Gás E Água,"R. Noventa e Um - Chácaras Anhanguera, Valparaíso de Goiás - GO",-16.0603705,-47.9978849,XGA2
Disk Água e Gás Uchoa,"Av. Floriano Peixoto, 414-514 - 414-514, Uchoa - SP",-20.9555785,-49.1768247,XGA2
RIO PRETO GÁS E ÁGUA MINERAL *ANTIGO GÁS DO MÁRCIO*,"Avenida, Antônio Marques dos Santos, 830, Esquina c, R. Itanhaém - Jardim Caparroz, São José do Rio Preto - SP",-20.7797303,-49.3741009,XGA2
Esquina do Açaí Sorveteria,"R. 24-B - Vila Formosa, Anápolis - GO",-16.3529874,-48.9395394,XGA2
ATEC Eletrônica e informática,"R. Eng. Portela, 963 - St. Central, Anápolis - GO",-16.3331566,-48.9571906,XGA2
M Eletrônica,"Av. Pedro Ludovico, 368 - St. Central, Anápolis - GO",-16.334057,-48.9612188,XGA2
WF TECH INFORMÁTICA,"Av. Divino Pai Eterno, 967 - Vila Góis, Anápolis - GO",-16.3411376,-48.9598981,XGA2
STN Assistência Eletrônica,"R. São Pedro, Qd. H - Lt. 06 - Anápolis, GO",-16.349881,-48.956544,XGA2
